P_CO_atm,T_rxn_mean_C,T_spread_C,Flow_CO_SLPM,Flow_Fe_Precursor_SLPM,H2O_Flow_ppmv,Zone_SP_Dev_C,Residence_Time_s,Reynolds_Number,Fe_Concentration_ppm,CO_Disproportionation_DrivingForce,Thermal_Loss_kW,P_CO2_Partial_bar,Nucleation_Rate_Est,Linear_Gas_Velocity_m_s,Catalyst_Growth_Time_Ratio,Thermal_Boundary_Thickness_mm,Water_CO_Ratio_ppm,DWM_Yield_g,DWM_G/D,DWM_Purity_UV,DWM_Ni_ppm_Axial,DWM_Ni_ppm_Radial,DWM_Fe_ppm_Axial,DWM_Fe_ppm_Radial,DWM_Cr_ppm_Axial,DWM_Cr_ppm_Radial,DWM_Pass_Fail
57.39797105715426,958.3939133623977,39.89464203693899,400.7071341199494,96.96445697543962,30.384612405844194,-7.614341342892773,22.944095126448634,94009.81131209266,1938.4713941298019,0.0,2.7415441224430124,0.6422999081580395,22061105418.528294,92.4885420931568,1.1255539416702574,0.5,30.384612405844194,0.849053927777536,16.08989343945989,42.66018119096298,1261.4081145470634,1303.2702909172906,288717.6685452066,295062.3324977094,1450.4733407837473,1517.9527344241912,Pass
76.26043611719263,993.1222546683072,20.40934628030473,933.9870115050455,316.2535193512008,29.075171233767506,7.115836457397284,11.803866778493331,231269.79609684032,2521.1392979723405,0.0,1.7946835115888158,0.9039446707627746,48573451966.036125,179.77718214834027,0.4503334404098462,0.5,29.075171233767506,2.9783202587657676,16.594057145228017,44.77266896832032,1546.0863529741753,1605.0917731324814,316662.7185208463,319129.5868890477,1418.1558655800466,1377.5783897219303,Pass
67.24861799778665,991.7170457761222,32.43493914313163,673.3944209051904,229.4246641644968,28.829133649748794,1.537466538902283,14.438919554150484,166906.49240207433,2535.2260489709483,0.0,2.3953989164033382,0.7963024648369345,48858906387.35719,146.96846948509716,0.5479195820711039,0.5,28.829133649748794,1.8467345600424487,16.814381096253832,41.76212780949344,,,,,,,Pass
49.958532739449296,895.9425031567748,9.102381478355095,524.6636013160088,148.47415195209945,30.325925932240388,-18.081582225141858,15.534643844269416,131401.87732354563,2201.4116504960843,0.0,1.1525459772817839,0.4954110345449054,17015607075.908495,136.60216025324252,0.6750050057720366,0.5,30.325925932240388,1.1693119938473702,15.617731222234438,,1104.989387142695,1091.1425464248323,318795.41437275254,321204.36136695766,1060.7507205514557,1103.8797672396752,Pass
42.473494951528394,881.2140166198384,27.746817761951057,423.31142183730776,120.21098329065177,31.283583275191262,-19.36886135658748,16.67768674600871,106720.44499282519,2214.267170848545,0.0,2.0728936741955577,0.41005893023371304,15089157366.574898,127.23982289688878,0.7206465595713264,0.5,31.283583275191262,0.4893710289101658,13.031117714690723,34.40485831770507,858.2961376582927,867.9690447527461,271948.4940247315,274236.54117151984,1172.609334276257,1168.1495216440865,Fail
62.78629467416848,960.1189227847707,58.19020792611663,507.49955033780657,191.15804886522957,28.86443633071854,-5.236087307654617,17.946228399239477,130864.74536578587,2742.4097664688607,0.0,3.6578066410621166,0.7034627918202775,44806111807.89005,118.24578739797307,0.6313737241880563,0.5,28.86443633071854,1.0254296023161598,14.227544417875583,37.55095095702014,1211.0534261608962,1157.5217700056728,303975.5453112362,312053.40434711735,1530.645888182841,1502.6112250216531,Pass
69.35444597123505,1014.1640263646495,0.0,997.6278447279542,350.0,28.952933111258584,4.4657022127471055,9.79963922356221,245883.34273668414,2592.5925925925926,0.0,0.7919762304868289,0.8525908967504602,60481773523.735,216.54530942217264,0.36394808670726225,0.5,28.952933111258584,3.242088220682299,18.86796625750528,,1350.0443313795645,1375.8738062181553,353426.4060061899,359366.86868900765,1406.6121706034157,1430.0844577275236,Pass
53.09543330010661,891.4485640548196,49.70483154639325,239.40236404482746,42.69837859417828,29.517871942451777,-15.504027394644053,39.56845108353227,55407.48188963515,1506.908391498485,0.0,3.1777802795374965,0.5208821029295575,7554948909.194485,53.6302495999169,2.4623961946351915,0.8184875200041546,29.517871942451777,0.46935614549479376,14.085843264177814,37.41761040938605,1061.0841718250394,1091.0372628218583,223251.29559048873,233460.895441515,1200.1559640232795,1143.9204728229095,Pass
53.228564796416606,930.0121649460971,0.0,642.8637785034585,228.05649620494927,30.263313842978576,-10.073119107429882,12.480772825800576,166297.90615611596,2619.890379573412,0.0,0.7240428644219774,0.5636973268688736,32002558184.557465,170.0268034288028,0.4588704353503417,0.5,30.263313842978576,1.6022902231701286,15.16391324441898,37.72717454576979,1191.85054125921,1179.6271518083058,281107.6890344021,293700.2739122741,1052.720465663356,1037.9992806272946,Pass
75.62129090787847,1004.49846349591,28.366248088881754,776.4692259086656,230.6671162314059,28.79473623469437,5.756396878294437,14.487429492036414,184165.87484393234,2294.8948047308254,0.0,2.2015434662085225,0.9139458948238852,43757565031.71324,146.47635793902674,0.6049296805612608,0.5,28.79473623469437,2.531750739628661,17.662852786239856,47.49364085471389,1753.8483281258916,1696.7808833795723,303831.4935610036,301459.26384147856,1410.2945566600874,1376.161765405069,Pass
