P_CO_atm,T_rxn_mean_C,T_spread_C,Flow_CO_SLPM,Flow_Fe_Precursor_SLPM,H2O_Flow_ppmv,Zone_SP_Dev_C,Residence_Time_s,Reynolds_Number,Fe_Concentration_ppm,CO_Disproportionation_DrivingForce,Thermal_Loss_kW,P_CO2_Partial_bar,Nucleation_Rate_Est,Linear_Gas_Velocity_m_s,Catalyst_Growth_Time_Ratio,Thermal_Boundary_Thickness_mm,Water_CO_Ratio_ppm,DWM_Yield_g,DWM_G/D,DWM_Purity_UV,DWM_Ni_ppm_Axial,DWM_Ni_ppm_Radial,DWM_Fe_ppm_Axial,DWM_Fe_ppm_Radial,DWM_Cr_ppm_Axial,DWM_Cr_ppm_Radial,DWM_Pass_Fail
72.69207493819944,1007.7590834557052,0.0,824.7576150188519,269.0869126246589,28.375533979145494,5.733785221075443,12.683813499092787,201032.894885827,2447.067894978489,0.0,0.7864818532556096,0.884084969446341,51257902484.331375,167.305038665518,0.49797704741592314,0.5,28.375533979145494,2.932945480618085,20.597997865444338,47.29460182130677,1495.0034743239964,1420.409387574297,294147.2131327727,289304.35581582587,1254.2224471258244,1300.5919495999642,Pass
57.52314040562034,928.7941766951711,80.0,383.72394236171147,103.87347890777286,30.085617838169217,-10.800232343380467,24.04367398672066,93475.99853579648,2123.8694244385215,0.0,4.72342312529145,0.6088467203507534,20896981387.055412,88.25880391923285,1.081163926375361,0.5,30.085617838169217,0.4194555794633936,13.31884907028649,36.64177768223461,1219.8273227449363,1243.6620304698422,252235.62702122357,257198.91760226738,1551.719123509192,1480.0346595795693,Pass
40.70126205062485,900.6337762087732,4.765009840817708,491.3597522651907,220.976506503208,30.07132202689498,-20.57500054224449,12.041277792236386,137873.56783480028,3114.8995525648193,0.0,0.9389867502100384,0.4087179168705874,35320602328.854454,176.2326178754999,0.3745460035486944,0.5,30.07132202689498,0.7230463066370891,14.593401402663202,33.36559059473676,1229.4008956447974,1237.3840684461488,374311.0418100125,388659.950271778,1054.9505009918619,1023.3894085123162,Fail
65.60689268715531,938.6400659879034,56.472008433860424,695.2088581959508,183.30596107028305,29.777266399279064,-3.552802762277507,15.119741779514237,167457.30325721728,2080.636180174911,0.0,3.554646454369613,0.707672253739089,21691834619.18433,140.35067125069082,0.6933637952526986,0.5,29.777266399279064,1.6061599240865903,14.156661317383094,38.37295186050557,1315.7281295019723,1277.9856608371338,313716.41719934356,299920.15024500183,1626.8210635591768,1626.2785527239682,Pass
61.149609539393964,977.8097844764916,37.60546784201967,794.5521611070602,245.26531885670997,29.489375202058785,-4.324165112048215,11.621043546681962,192532.40647788486,2369.018997691302,0.0,2.6420546978418726,0.7064577891589642,38121141287.38711,182.60545185701758,0.4706745293393212,0.5,29.489375202058785,1.936710333679263,15.406573301117229,43.61966831471931,1428.2765006529642,1445.0550629265742,323365.59439502854,328402.1597157439,1566.912672928849,1638.21846003877,Pass
48.51561079530818,888.192092231555,7.529165692367119,389.62093129044086,146.0026050940802,30.475827941640503,-17.243628452043787,19.286512963230027,104675.74632694764,2732.568340827997,0.0,1.0665115770957758,0.47444921234478865,24166529104.161793,110.02849047610019,0.680884294484218,0.5,30.475827941640503,0.7970397503898681,14.460500359878681,,1004.9937181229122,1041.0553947928342,303369.71935209207,298627.61574048095,1135.2488317238053,1080.431887972755,Pass
52.831056250290935,927.366286853608,28.459592479385805,545.3982304136279,190.23957318873323,29.77439413926634,-10.208970705249591,14.841537479708105,139618.1835249222,2606.8523353352766,0.0,2.1450294987051097,0.5581647040064768,31035916228.876205,142.98154155479543,0.5482950542209685,0.5,29.77439413926634,1.0646103311271033,13.716332844949221,35.88285668225074,1101.6977652479577,1125.0543319842025,280262.8513211682,275088.4063527087,1347.8424400402848,1383.2717800666785,Pass
82.42623697838228,1035.8972683372226,14.22948953104804,724.9494342040773,196.29702904625316,29.0439073303669,11.679581799847131,16.79275155082395,165905.86945034153,2130.685406459876,0.0,1.5202913295603495,1.0480220939559466,47451468821.93927,126.36796902934091,0.7528068055761501,0.5,29.0439073303669,2.721184003511249,20.158157757862945,57.65636975165166,1706.7618935629794,1731.4506332856445,312922.8779965553,325445.5598240825,1544.9683267466405,1512.436036519134,Pass
77.15026659357756,1051.7530592428247,10.097215203375075,930.3731644596882,314.6875242316222,29.545964679038626,10.908675694812601,11.391169069506756,224261.81115489447,2505.3508086112442,0.0,1.326582679584647,1.0060733368731491,73350234909.08627,186.29044086199528,0.4372220827942438,0.5,29.545964679038626,3.061292614326239,17.064759850007942,50.712909706586494,1834.8442555100528,1868.2604525378013,324894.7027490911,319710.3918676165,1362.3800840743977,1370.8833164521805,Pass
54.5477361153336,901.5512261484731,38.66570670443697,494.2798078123566,149.1028694899997,29.98504453790948,-13.021893599929717,17.894148195488444,124025.35034772156,2335.4290764358584,0.0,2.634602039968935,0.547742318085471,19980890067.341873,118.58993704025337,0.7347431452069108,0.5,29.98504453790948,0.9562885219288739,14.07948569204989,35.965148103793666,1018.3959568355267,1014.8119643440198,302097.05398234376,316434.2817742343,1267.715123181067,1214.8583353644744,Pass
44.83002144290402,900.4241768527255,47.025270479093216,177.72489196563893,10.0,30.52365000752959,-18.804098229181918,49.985556062456844,36491.856968011045,532.779303996251,0.0,3.0514921351869373,0.44808553922251143,1027624143.1536844,42.453582095604204,7.8993664531659515,1.3773208952197895,30.52365000752959,0.28344664589464424,14.124716133373147,41.25490545166426,836.0711041802708,827.4630951060028,50000.0,50919.41156766092,1223.2022530054226,1239.5652908363988,Pass
64.04230095803682,957.5912174267922,10.348062134931014,691.4089745549367,255.78944800068857,28.33003131951503,-4.087546855073523,13.496158411340913,178163.46501706247,2699.253854141139,0.0,1.2636974946511423,0.7145476243581588,42557088557.73526,157.23481032267313,0.4821341369727889,0.5,28.33003131951503,2.057162281738024,15.539735853212322,44.88926787908255,1372.1034405943644,1317.537264409783,348504.2913859004,351258.9819110016,1179.5838597248116,1161.7226623051142,Pass
68.87451736777867,986.9218932533312,10.254459001016297,832.9582320343342,297.5610913761835,29.099556789445437,3.2102660739057303,11.957586044727961,208013.28486818934,2646.002882591483,0.0,1.2822036482547006,0.8089361182733508,51173552617.94373,177.46607885188885,0.43545424225641155,0.5,29.099556789445437,2.474389949355859,16.99585641721579,44.228170273171685,1610.672677659462,1534.4957221653754,291011.35686966946,305279.80150480586,1307.5436766743592,1315.154748261888,Pass
28.48314625890922,817.796077811637,44.51121238793917,99.82535235945767,10.0,30.206334157245013,-35.0,58.26810278673788,22501.229118730622,909.0909090909091,0.0,2.8600529620304673,0.23792300375541958,1385272679.4156423,36.418997811868536,5.774316492379429,1.679050109406573,30.206334157245013,0.05,10.267277613020383,29.487830103959986,626.7145635215244,623.2584403990039,50000.0,48657.468987510736,1210.9138519573467,1247.9627673902028,Fail
59.09818904187846,962.9257052100268,0.0,924.4203141462013,332.41634786153423,31.231963158658512,-4.791532926508945,9.309353661545547,236645.27672066665,2634.4141055914124,0.0,0.7498000214407436,0.6638060903665903,41963246674.837975,227.94986473203025,0.3404514935213909,0.5,31.231963158658512,2.6300457599342586,15.196650074383172,43.03689292575528,1441.5084183237157,1459.3794704523896,305462.6895209416,292259.28244368895,1299.3603694225396,1358.5236819619292,Pass
70.06836151110741,965.9843551282123,65.26014362697455,510.5957300620268,142.8271014821669,28.5456198677771,0.595665046652921,21.252199234260033,122462.84656165012,2182.8124066127657,0.0,4.015702763707747,0.7931928165755101,29638552915.18498,99.85159109891174,0.9309656445136472,0.5,28.5456198677771,1.313551802451677,15.535876638788347,43.95196637780336,1329.5810961745874,1306.2030486424273,265646.8527745198,253539.51267581712,1737.6812679394307,1759.087088737566,Pass
70.72666360572555,1006.7565730585237,12.783408053969906,835.1147087214213,225.17978260058413,30.302485973458225,1.9941741278779173,12.831883090449457,193511.4200433721,2128.604382594687,0.0,1.4248043457521806,0.8582334163732196,38484968440.37385,165.37447332818627,0.5757811117426656,0.5,30.302485973458225,2.696261389714034,17.984844371081984,49.18407506570943,1636.4171368162915,1644.9110082758255,245273.11649925244,254934.44027501362,1291.546534403492,1235.8980372899882,Pass
